Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d2c532fd-31ee-2460-b0d6-474a40a0d1ec,2024-11-07,,999-85-7342,,,,Mckenzie208,Alaine226,Nicolas769,,,,white,nonhispanic,F,Leominster  Massachusetts  US,926 Kilback Arcade,Springfield,Massachusetts,Hampden County,25013,01109,42.074072654845644,-72.56491914023984,451.01,9232.97,23246
d307e7ce-4c16-d256-8b41-add3134e4b1e,1969-06-03,,999-20-8250,S99993463,X71025391X,Mr.,Olin642,Hosea56,Langosh790,,,M,white,nonhispanic,M,Northborough  Massachusetts  US,737 Nolan Lane,North Amherst,Massachusetts,Hampshire County,25015,01059,42.42397789876251,-72.53910256631288,161762.17,37563.16,176020
4d8ae2d5-a6c9-ad69-2c44-d8392b561ed9,1962-12-21,,999-28-8366,S99948189,X52315637X,Mr.,Kurtis994,Myron933,Ebert178,MD,,M,white,hispanic,M,Boston  Massachusetts  US,928 Fadel Knoll Apt 41,Agawam,Massachusetts,Hampden County,25013,01030,42.06348358808486,-72.60834706932059,172729.73,0.00,84611
8f0a962e-544c-4bfd-8b38-920940a51729,2014-09-09,,999-77-1411,,,,Jeromy156,Evan94,Okuneva707,,,,black,nonhispanic,M,Reading  Massachusetts  US,536 Runte Quay,Salem,Massachusetts,Essex County,25009,01907,42.49472409089865,-70.90268919103326,28507.60,2402.15,77816
fa2589e9-2dc6-0ab2-0ecc-feaf74d58e57,2022-05-13,,999-76-5737,,,,Shemika942,Monnie762,Walsh511,,,,white,nonhispanic,F,West Bridgewater  Massachusetts  US,244 Von Mews,Peabody,Massachusetts,Essex County,25009,01960,42.53234920098653,-71.06716320155275,7093.74,0.00,87599
78fa0afd-8215-d812-c4de-be5212794c26,1996-03-29,,999-76-2170,S99998891,X03053901X,Mr.,Otto672,Shelton25,Thiel172,,,S,white,nonhispanic,M,North Pembroke  Massachusetts  US,880 Monahan Green,Worcester,Massachusetts,Worcester County,25027,01610,42.2455671216194,-71.8227186011152,64570.86,2894.43,52086
78505a8d-6d11-2e6f-eba5-305731b46067,1963-01-01,,999-14-4939,S99982311,X52948635X,Mrs.,Venice604,Floria545,Schamberger479,,Braun514,M,white,nonhispanic,F,Worcester  Massachusetts  US,1063 Luettgen Estate Unit 66,Newburyport,Massachusetts,Essex County,25009,01951,42.73851056708224,-70.87882998235112,604364.28,192830.50,116586
404ac1b0-5d41-6905-3a54-753cb440e15f,1961-09-15,,999-29-4435,S99958058,X69879280X,Mrs.,Genevie117,Ying817,Quitzon246,,Gutkowski940,M,white,nonhispanic,F,Mashpee Neck  Massachusetts  US,584 Breitenberg Quay Apt 85,Southbridge,Massachusetts,Worcester County,25027,01550,42.08826554755595,-72.01952245008627,911482.28,341096.07,91456
b3ce541d-a6c3-568e-ff5e-57bf7d99a464,2008-05-12,,999-62-2688,S99965423,,Ms.,Stacey209,Herma433,Roob72,,,,white,nonhispanic,F,Randolph  Massachusetts  US,603 Swaniawski Dam Suite 47,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.984224087605824,-70.93621961183496,105301.14,109198.15,123096
e04b0733-0e7d-8f6e-3bae-7b9a775f3bb2,1992-06-24,,999-37-1819,S99976669,X92802175X,Mrs.,Samira471,Phylicia571,Yundt842,,Willms744,M,white,nonhispanic,F,Lancaster  Massachusetts  US,534 Parisian Path,Somerville,Massachusetts,Middlesex County,25017,02143,42.42638659376203,-71.14848659057498,67481.85,182508.45,135788
a941d537-5083-33dc-bad5-ad92d74921a2,1974-10-16,,999-75-9600,S99926379,X77159737X,Ms.,Mertie42,Johanna547,Mertz280,,,S,white,nonhispanic,F,Medfield  Massachusetts  US,886 Hintz Manor Unit 36,Taunton,Massachusetts,Bristol County,25005,02780,41.976382347620884,-71.04978372489141,405713.91,498815.63,40726
b6d5d4de-a0ca-4193-f20b-4e46234e6757,1994-12-04,,999-19-1655,S99939836,X58538087X,Mr.,Elroy493,Warner493,Schulist381,,,S,white,nonhispanic,M,Rutland  Massachusetts  US,716 Kovacek Bypass,Boston,Massachusetts,Suffolk County,25025,02131,42.30272277117387,-71.17720808924808,83114.40,11122.19,72877
6a5356f1-b7ac-f569-de66-5ccd13b8c779,2022-02-06,,999-10-5197,,,,Jimmy858,,Schultz619,,,,white,nonhispanic,M,Chatham  Massachusetts  US,1014 Roob Loaf Suite 73,Billerica,Massachusetts,Middlesex County,,00000,42.590988843951756,-71.2641900842921,12195.92,0.00,160343
babf610b-f5c7-f50f-5234-97ad2afa7a51,1965-09-09,,999-59-5232,S99999178,X36665624X,Ms.,Maranda920,Felica690,Cremin516,,,S,white,nonhispanic,F,North Andover  Massachusetts  US,866 Ziemann Lock Suite 16,Salem,Massachusetts,Essex County,25009,01907,42.539843800789306,-70.86919169277719,761303.18,603670.77,47082
24606723-8026-032f-21eb-511104ed1f6e,1970-07-26,,999-62-3864,S99964807,X56274341X,Mr.,Emmett200,Sylvester827,Cassin499,,,M,white,hispanic,M,Easton  Massachusetts  US,171 Block Lodge,Mashpee,Massachusetts,Barnstable County,,00000,41.62277091973309,-70.47090783045749,30879.01,786779.15,63720
ba9f1ac2-7cb7-d556-44a8-16409b0bd3df,1966-04-07,,999-35-2896,S99935686,X04696163X,Mr.,Vincenzo126,Noe500,Wilkinson796,,,S,white,nonhispanic,M,Westford  Massachusetts  US,577 Donnelly Byway,Ashfield,Massachusetts,Franklin County,,00000,42.51418478087574,-72.7837047273197,51207.72,113785.84,40891
53949d12-5db5-4706-18bf-167528273899,1970-04-25,,999-30-4371,S99925494,X27498494X,Mr.,Gregorio366,Efrain317,Macejkovic424,MD,,D,black,nonhispanic,M,Peabody  Massachusetts  US,371 Goyette Skyway,Boston,Massachusetts,Suffolk County,25025,02163,42.32743120574512,-71.00989640594844,152620.32,54774.77,141002
7bd962f4-4e56-1c5e-f073-1a320c5a0c1e,1950-01-27,,999-92-6502,S99962505,X93998065X,Mr.,Marc757,,D'Amore443,,,M,white,nonhispanic,M,Braintree  Massachusetts  US,663 Mante Loaf,Everett,Massachusetts,Middlesex County,25017,02148,42.426507660306086,-71.0353913283818,545487.85,755850.92,798
6b77cdce-914c-4e30-ce7a-3559a7117cc6,1975-03-20,,999-11-6075,S99976950,X61151400X,Mr.,Broderick767,,Ziemann98,,,D,asian,nonhispanic,M,Worcester  Massachusetts  US,925 Effertz Gate Apt 69,Sudbury,Massachusetts,Middlesex County,,00000,42.3727228201466,-71.44040419814584,142504.27,28575.93,173962
62833025-7a8b-5ceb-a5f5-5ff5f7c9669a,1989-01-03,,999-82-8251,S99986246,X34878132X,Mrs.,Raguel228,,Gutmann970,,O'Connell601,M,black,nonhispanic,F,Medway  Massachusetts  US,885 Donnelly Divide Unit 74,Boston,Massachusetts,Suffolk County,25025,02122,42.317397286664864,-71.06364527523453,10839.06,483203.90,9895
8dda42ae-ae28-eebe-cca6-61846ba37cbb,1970-12-23,,999-41-7656,S99928469,X72652208X,Mr.,Thanh759,Jerrod232,Rolfson709,,,M,white,nonhispanic,M,Westborough  Massachusetts  US,650 Streich Camp,Amherst,Massachusetts,Hampshire County,,00000,42.3378546467804,-72.55059529292336,127348.51,40435.86,27023
29fd971e-9eee-145e-8c5e-36e81cbd5264,2003-06-26,,999-34-5347,S99943800,X59541081X,Mr.,Normand813,Norberto865,Tromp100,,,,white,nonhispanic,M,Bridgewater  Massachusetts  US,828 Powlowski Fork Unit 17,Georgetown,Massachusetts,Essex County,,00000,42.71085396855431,-70.97262883997938,69286.72,7166.90,37700
11cb32b1-09fd-bd9c-d680-f709dfefa3a1,1989-05-07,,999-36-3833,S99942733,X65642443X,Mrs.,Elaine830,Tamica785,Strosin214,,Schiller186,M,white,nonhispanic,F,Nantucket  Massachusetts  US,852 Gutmann Highlands Apt 83,Medfield,Massachusetts,Norfolk County,25021,02052,42.20244721490884,-71.31520484444394,527453.47,813997.18,82429
89dce701-b4ad-f35d-927c-bd70b71be40e,2004-05-01,2016-09-08,999-30-4279,,,,Devorah937,Joye57,O'Kon634,,,,white,nonhispanic,F,Revere  Massachusetts  US,1007 Fahey Stravenue Apt 81,Southborough,Massachusetts,Worcester County,,00000,42.28494211564923,-71.51814752239575,30483.94,30827.66,50653
6839d2f5-ec6c-795e-db0f-466f8adbb102,1976-07-12,,999-44-8871,S99915771,X29190885X,Mrs.,Calandra120,Song837,Mohr916,,Bernhard322,M,white,nonhispanic,F,Millis  Massachusetts  US,710 Nader Overpass Suite 66,Brockton,Massachusetts,Plymouth County,25023,02301,42.107244758345786,-71.00176693172372,20223.01,919218.10,11436
46fa9792-c12c-cf87-5136-065b02551ae8,1948-01-30,,999-98-8375,S99967069,X83589995X,Mr.,Terry864,,Barrows492,,,D,white,nonhispanic,M,Hingham  Massachusetts  US,194 Krajcik Pathway Suite 49,Paxton,Massachusetts,Worcester County,,00000,42.32404190118604,-71.9626915400065,158625.49,86107.91,196805
96437363-e1d3-46c1-4396-7af774a61d3c,1985-07-03,,999-51-7056,S99933840,X28310521X,Mr.,Williams176,Miquel905,Gorczany269,,,D,white,nonhispanic,M,Worcester  Massachusetts  US,161 Walker Trailer Suite 63,Methuen,Massachusetts,Essex County,25009,01841,42.73575517176828,-71.1737157123022,33720.90,90226.36,23930
6214ea7b-bd6b-50ce-d0af-f26c13d676e9,2000-11-12,2015-12-30,999-14-9300,,,,Harris789,Chris95,Kub800,,,,white,nonhispanic,M,Framingham  Massachusetts  US,125 Murray Union,Danvers,Massachusetts,Essex County,25009,01923,42.54455343417567,-70.92660230839776,43058.09,17825.96,37179
6ba1ee30-3792-b8fc-55d4-a842bc884fa0,1972-03-12,,999-89-7649,S99938047,X90178524X,Mr.,Leigh689,Jerold208,Barton704,,,D,white,nonhispanic,M,Cambridge  Massachusetts  US,494 Harris Passage Apt 1,Fitchburg,Massachusetts,Worcester County,25027,01420,42.62655717080816,-71.82912071375898,130575.32,71155.30,84585
9d9a2f02-caee-ce9a-d16d-37df845f1d9d,2004-05-01,,999-72-8079,S99977965,X37606313X,Ms.,Regina408,Debbie941,Shields502,,,,white,nonhispanic,F,Lexington  Massachusetts  US,854 Hartmann Forge,Southborough,Massachusetts,Worcester County,,00000,42.26879783540965,-71.5292900806161,78262.69,74956.00,50653
21766cc6-0d9d-a954-af09-cccea3f0df69,1973-01-21,,999-83-4389,S99950579,X37634519X,Mrs.,Marvel321,Mildred587,Bosco882,,Schaefer657,M,white,nonhispanic,F,Lawrence  Massachusetts  US,1048 Barton Overpass Apt 5,Boston,Massachusetts,Suffolk County,25025,02152,42.29349152570164,-71.14712140006705,228199.05,322534.65,28272
cfadc295-b6e2-5070-bb52-928730b99703,2000-11-12,,999-48-6375,S99934249,X28047725X,Mr.,Lester513,,Moen819,,,,white,nonhispanic,M,Westwood  Massachusetts  US,209 Koelpin Haven,Danvers,Massachusetts,Essex County,25009,01937,42.55337045340081,-70.94467896042191,45145.46,13508.77,37179
f759cc41-0f7d-dfd4-52f4-e8c6b262be0d,1964-09-01,,999-99-5644,S99924933,X60229032X,Mr.,Leonard963,Lynn917,Hamill307,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,532 Lesch Run Unit 99,Rochester,Massachusetts,Plymouth County,,00000,41.76685537733596,-70.79499763971687,163915.99,48979.66,119806
589b2049-0f32-221e-c85a-878202d0d64b,2022-11-20,,999-71-1915,,,,Tierra831,Lura184,Wiegand701,,,,white,nonhispanic,F,Boston  Massachusetts  US,528 Vandervort Frontage road,Webster,Massachusetts,Worcester County,25027,01570,42.06338839066185,-71.88709326142353,10572.23,4.88,133555
8134fd5e-8273-fe57-be78-22320bff84b5,1965-03-22,,999-65-5508,S99990706,X86245054X,Mr.,Cortez851,Raleigh478,Schultz619,,,M,white,nonhispanic,M,Walpole  Massachusetts  US,921 Harber Byway Suite 96,Lynn,Massachusetts,Essex County,25009,01901,42.56356928749595,-71.07715478626616,294124.42,748003.12,124061
86bbfecd-3f57-37b0-b1a5-0e76bf5599b1,1973-08-04,1986-07-31,999-56-3136,,,,Jutta270,Tenisha328,Shanahan202,,,,white,nonhispanic,F,Newton  Massachusetts  US,738 Bernier Glen Apt 31,South Duxbury,Massachusetts,Plymouth County,,00000,42.00035746689377,-70.70429889758208,54103.17,384.54,66435
f31c25d0-758a-a22a-b075-babd158ae777,1974-08-22,,999-27-7564,S99927408,X60974014X,Mrs.,Voncile324,Elyse324,Senger904,,Mayer370,M,asian,nonhispanic,F,Quincy  Massachusetts  US,342 Paucek Vale Apt 12,Ayer,Massachusetts,Middlesex County,25017,01432,42.543798409351375,-71.57777868600168,607131.28,127087.24,74479
7db81f99-9371-bb8b-ee5d-1821f5e91b9c,1997-02-15,,999-50-4919,S99925824,X54062121X,Mr.,Steve819,Wilton999,Jacobson885,,,M,white,nonhispanic,M,Newton  Massachusetts  US,544 Barton Lane,Somerville,Massachusetts,Middlesex County,25017,02145,42.36214117030712,-71.15151952340878,63437.10,8362.83,57345
e2c5fe8a-4989-09ae-e948-fa62c9e171dc,1959-05-24,,999-50-8098,S99926766,X98874387X,Mr.,Arturo47,Octavio643,Galarza986,,,D,asian,hispanic,M,San Juan  Puerto Rico  PR,872 Larson Road Suite 85,Hubbardston,Massachusetts,Worcester County,,00000,42.497406358886465,-71.97767119059144,159707.55,131117.78,84666
a7306b17-11ab-18bf-8028-bbe07d4963a5,2025-12-14,,999-76-9412,,,,Renato359,Erich201,Miller503,,,,white,nonhispanic,M,Shrewsbury  Massachusetts  US,255 O'Reilly Stravenue,Boston,Massachusetts,Suffolk County,25025,02114,42.25531751655516,-71.02151755095406,3717.68,0.00,108536
4cd2fcdb-4437-9b2a-be51-debf42ec7337,1929-11-26,2013-11-17,999-86-8376,S99992586,X48998432X,Ms.,Alda400,Nila48,Weber641,,,S,white,nonhispanic,F,Pittsfield  Massachusetts  US,207 Hansen View,East Bridgewater,Massachusetts,Plymouth County,,00000,42.0057215388328,-70.91876636991135,1194390.77,472327.88,85940
dd1a8e5a-267d-1beb-c0ea-29d0f2318121,1986-05-08,,999-29-8513,S99992612,X28530436X,Mr.,Genaro214,Sherman440,Paucek755,,,S,white,nonhispanic,M,Attleboro  Massachusetts  US,680 Dooley Mission Apt 59,Fitchburg,Massachusetts,Worcester County,25027,01420,42.6140989506454,-71.86173795676169,67782.52,47389.17,80737
56c0276c-3ba6-10eb-27ee-cbd1485c92d8,1981-11-03,,999-45-8312,S99924518,X33098609X,Mrs.,Vennie613,Ronnie7,Hegmann834,,Doyle959,M,white,nonhispanic,F,Milton  Massachusetts  US,659 Ferry Path Unit 87,Salisbury,Massachusetts,Essex County,25009,01952,42.866687129902814,-70.88235441095303,280304.92,338995.89,102820
2555ebef-c071-979f-dace-c94a6a552f8a,1988-02-07,,999-40-2478,S99933641,X43208386X,Mrs.,Candy565,Tomi599,Hahn503,,Stanton715,M,white,nonhispanic,F,Boston  Massachusetts  US,1088 Heidenreich Park Unit 83,Newton,Massachusetts,Middlesex County,25017,02466,42.36617509449983,-71.1658199293734,96432.06,685720.68,278069
1209bdfb-cc2f-f4e0-ac0f-40687b568723,1973-08-04,,999-42-5963,S99965111,X61148927X,Ms.,Lynn917,Jon665,Crooks415,,,S,white,nonhispanic,F,Weymouth  Massachusetts  US,1069 Dickinson Viaduct Suite 62,South Duxbury,Massachusetts,Plymouth County,,00000,42.006679165135125,-70.65630846071028,779464.49,103451.69,66435
0b669371-f0e8-9d3d-aa1a-254f7424766f,1957-05-13,,999-38-1644,S99921225,X75046136X,Ms.,Ruth999,Tommy814,Runolfsdottir785,,,S,white,nonhispanic,F,Cambridge  Massachusetts  US,834 Braun Heights Apt 64,Worcester,Massachusetts,Worcester County,25027,01583,42.26799949498654,-71.75261628758088,964270.49,641946.50,58862
04701a45-9b9b-e720-e404-1ace9dcaa790,1986-07-26,,999-23-4169,S99979398,X14937094X,Mr.,Bart73,Jamey282,Konopelski743,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,550 Homenick Junction Unit 23,North Adams,Massachusetts,Berkshire County,25003,01247,42.67099349147323,-73.07914138505,7201.79,115203.44,11306
82f18d91-2a66-9980-f950-b337d8b6b42d,1963-01-22,,999-13-7089,S99985623,X71815032X,Mr.,Clayton230,Broderick767,Carroll471,,,M,white,nonhispanic,M,Boston  Massachusetts  US,913 Thiel Annex Unit 71,Lunenburg,Massachusetts,Worcester County,25027,01462,42.606368437661885,-71.70380296144924,198382.37,89089.88,46764
b4b8ff76-1bfa-64cf-0497-80e4405290c5,2006-12-18,,999-29-3527,S99974850,,Mr.,Derrick232,Jefferey580,Mann644,,,,white,nonhispanic,M,Malden  Massachusetts  US,239 King Route Apt 23,Amherst,Massachusetts,Hampshire County,,00000,42.393564320353946,-72.53290832242764,46835.61,14159.81,43764
e5730a56-eb90-551f-b9f5-a213e032497d,1952-02-26,,999-27-4374,S99911230,X60020405X,Mrs.,April374,Valene773,Kessler503,,Lind531,W,white,nonhispanic,F,Worcester  Massachusetts  US,749 Huel Promenade Suite 85,Millis,Massachusetts,Norfolk County,,00000,42.13217320408805,-71.34432534332396,148358.67,215227.30,273768
cee61d7e-3d65-5f41-e934-72842bd81f53,1973-02-08,,999-13-3908,S99993515,X90128084X,Mr.,Osvaldo336,Long300,Schimmel440,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,838 Kris Ramp Unit 9,Medford,Massachusetts,Middlesex County,25017,02145,42.465288955036726,-71.14374706753146,122120.01,601214.34,148952
c7b47a6b-c684-2a44-5dc8-7a1d6548fccb,2015-06-16,,999-30-1622,,,,Abel832,Derick144,Hansen121,,,,white,nonhispanic,M,Auburn  Massachusetts  US,661 Lynch Burg,Melrose,Massachusetts,Middlesex County,25017,02176,42.48329200122652,-71.02953996966835,32345.79,1193.22,36621
ad652c6c-7674-9c7a-94d2-ff880f186f4c,2004-11-20,,999-47-5739,S99973785,X43027797X,Mr.,Elisha578,Allan198,Willms744,,,,white,hispanic,M,Malden  Massachusetts  US,151 Brekke Trace Unit 54,Springfield,Massachusetts,Hampden County,25013,01151,42.1579501432351,-72.5600050757456,81959.84,493251.79,46169
e8b86bfc-0386-a35c-12b5-3cf724c71e29,1989-05-05,,999-97-2509,S99927267,X36469827X,Mr.,Roy364,Daren950,Kutch271,,,D,white,nonhispanic,M,Amherst  Massachusetts  US,577 Pacocha Arcade Suite 1,Stow,Massachusetts,Middlesex County,,00000,42.416768711073004,-71.49519577348542,76476.71,5064.27,157375
180b5613-d115-2364-5b4c-cebd503c9ac0,2001-04-26,,999-88-4468,S99942670,X45871750X,Ms.,Joselyn874,Gwendolyn93,Volkman526,,,,white,nonhispanic,F,Belchertown  Massachusetts  US,395 Schultz Vale,Chicopee,Massachusetts,Hampden County,25013,01022,42.201096689399805,-72.54212073547643,56118.14,177992.37,116585
0737effe-c8b5-ae68-402d-54e2915c3495,1997-10-31,,999-52-8111,S99941736,X06741585X,Mrs.,Tennille443,,Green467,,Adams676,M,white,nonhispanic,F,Everett  Massachusetts  US,539 Waelchi Rue Apt 50,Uxbridge,Massachusetts,Worcester County,,00000,42.095647294096594,-71.62207358150748,9389.24,767056.02,5018
2b1ea62f-407b-79d2-69e5-ad201f53d07b,2023-03-12,,999-91-5650,,,,Elliott563,Bryce11,White193,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,473 Zboncak Trailer Unit 82,Lowell,Massachusetts,Middlesex County,25017,01852,42.68319069161098,-71.32348662458425,4409.92,6441.62,29426
f174ddd5-c9e3-e512-b0d4-f5ea38d0b261,1990-12-12,,999-69-1550,S99989475,X69082746X,Mr.,Armando772,Cristobal567,Pacheco179,,,M,white,hispanic,M,Caracas  Capital District  VE,400 Cummings Key Unit 50,Somerville,Massachusetts,Middlesex County,25017,02144,42.41142329430042,-71.14529591895456,105427.79,4109.48,131917
040840c8-93db-c542-dd79-903f063e184e,2019-03-29,2020-06-03,999-86-8645,,,,Kathern391,Frances376,Mante251,,,,white,nonhispanic,F,Fall River  Massachusetts  US,472 King Rue,Lawrence,Massachusetts,Essex County,25009,01840,42.687812664220964,-71.19483161901398,1138.52,47246.60,18451
0ae7aedf-8d5d-1e4f-24b4-0b637487dffe,1987-01-10,,999-65-6317,S99926027,X84127147X,Mr.,Daren950,Sydney660,Connelly992,PhD,,M,asian,nonhispanic,M,Westminster  Massachusetts  US,399 Bashirian Dale Apt 15,Boston,Massachusetts,Suffolk County,25025,02152,42.31388766302369,-71.1119194827357,84841.85,39584.65,33443
290ed339-cf7a-3064-ad66-0b0a37e63fa1,1929-11-26,1969-11-26,999-78-5325,S99987016,X32442403X,Mrs.,Rachael540,Jennine355,Goldner995,,Leffler128,M,white,nonhispanic,F,New Bedford  Massachusetts  US,331 Kub Gardens Suite 61,East Bridgewater,Massachusetts,Plymouth County,,00000,42.017029888465494,-70.98385855450776,913052.57,104274.10,85940
71dae070-b01a-5c04-ea28-fb834d2dfd89,1978-02-24,,999-22-1477,S99949113,X84425605X,Mr.,Rodrick370,Austin578,Pacocha935,,,M,black,nonhispanic,M,Walpole  Massachusetts  US,373 Wunsch Flat,Boston,Massachusetts,Suffolk County,25025,02110,42.32859777966871,-71.00105458519043,8534.76,109399.88,12806
1bb2467d-d58b-6a8f-d8e4-a5b9ec3e1c9c,2005-04-19,,999-77-2125,S99924772,X77865303X,Ms.,Justin359,,Nikolaus26,,,,white,nonhispanic,F,Waltham  Massachusetts  US,580 Kessler Dale Suite 86,Boston,Massachusetts,Suffolk County,25025,02120,42.27005307858974,-71.0810842241983,7395.90,665958.67,4854
76ec5874-360d-fd8d-4e15-2c3f5bab1c9f,2019-03-29,,999-79-1669,,,,Erma609,Leticia253,Rolfson709,,,,white,nonhispanic,F,Lynn  Massachusetts  US,476 Swift Knoll,Lawrence,Massachusetts,Essex County,25009,01841,42.71336535616807,-71.14059746611274,1700.00,29296.49,18451
89d06c4d-e98f-f4da-52ff-2dd94beac316,1991-07-18,,999-43-7933,S99916987,X21131062X,Mr.,Aubrey96,Wilfred787,Hane680,,,M,white,nonhispanic,M,Medway  Massachusetts  US,165 Macejkovic Rue Apt 67,Marblehead,Massachusetts,Essex County,25009,01945,42.49941887214873,-70.87255587887635,64885.21,25209.12,28875
d9526792-73c2-dced-9703-628a0a760b44,1974-06-29,,999-89-3998,S99932346,X05895242X,Mrs.,Vernita491,Alejandrina481,Gislason620,,Raynor401,M,white,nonhispanic,F,Andover  Massachusetts  US,282 Schimmel Underpass Apt 76,Webster,Massachusetts,Worcester County,25027,01570,42.05708145912752,-71.84686987317569,738926.01,701354.56,40599
41ab1930-6225-fbff-6200-cf87e2ea7c58,1948-04-14,2013-03-05,999-57-3348,S99926959,X76140340X,Mr.,Felipe97,,Castillo397,,,S,white,hispanic,M,Caguas  Puerto Rico  PR,695 Tillman Skyway,East Sandwich,Massachusetts,Barnstable County,25001,02537,41.75896764304027,-70.43300881898382,144580.91,50776.31,174481
9cfa7b8a-85c4-2f40-c9b0-986cceaaf9fd,2023-02-06,,999-56-4603,,,,Vivienne78,Virginia437,Kuvalis369,,,,white,nonhispanic,F,Attleboro  Massachusetts  US,128 Waelchi Camp,Somerville,Massachusetts,Middlesex County,25017,02155,42.35114231319393,-71.04089571409956,10247.60,0.00,116516
dff61a8d-745f-45ad-09f9-253e1fc7fd51,1943-11-30,,999-59-7511,S99951852,X43874880X,Mr.,Cleo27,,Hudson301,,,M,black,nonhispanic,M,Middleborough  Massachusetts  US,956 Thompson Key,West Springfield,Massachusetts,Hampden County,25013,01089,42.09661277962505,-72.69015690171392,509842.02,856779.92,45446
